"Store","Dept","Date","Weekly_Sales","IsHoliday"
2,59,2010-10-29,2116.6,FALSE
2,59,2010-11-05,2954.09,FALSE
2,59,2010-11-12,3064.67,FALSE
2,59,2010-11-19,3475.79,FALSE
2,59,2010-11-26,5710.7,TRUE
2,59,2010-12-03,5459.34,FALSE
2,59,2010-12-10,7976.26,FALSE
2,59,2010-12-17,13942.96,FALSE
2,59,2010-12-24,27370.56,FALSE
2,59,2010-12-31,12052.16,TRUE
2,59,2011-01-07,1370.59,FALSE
2,59,2011-01-14,857.94,FALSE
2,59,2011-01-21,851.43,FALSE
2,59,2011-01-28,903.74,FALSE
2,59,2011-02-04,681.1,FALSE
2,59,2011-02-11,674.9,TRUE
2,59,2011-02-18,733.86,FALSE
2,59,2011-02-25,598.73,FALSE
2,59,2011-03-04,573.48,FALSE
2,59,2011-03-11,537.62,FALSE
2,59,2011-03-18,695.13,FALSE
2,59,2011-03-25,541.32,FALSE
2,59,2011-04-01,505.95,FALSE
2,59,2011-04-08,445.63,FALSE
2,59,2011-04-15,517.44,FALSE
2,59,2011-04-22,546.4,FALSE
2,59,2011-04-29,346.51,FALSE
2,59,2011-05-06,450.28,FALSE
2,59,2011-05-13,416.1,FALSE
2,59,2011-05-20,353.71,FALSE
2,59,2011-05-27,321.52,FALSE
2,59,2011-06-03,292.16,FALSE
2,59,2011-06-10,357.12,FALSE
2,59,2011-06-17,414.37,FALSE
2,59,2011-06-24,421.52,FALSE
2,59,2011-07-01,278.22,FALSE
2,59,2011-07-08,434.28,FALSE
2,59,2011-07-15,464.48,FALSE
2,59,2011-07-22,432.84,FALSE
2,59,2011-07-29,356.77,FALSE
2,59,2011-08-05,293.61,FALSE
2,59,2011-08-12,398.52,FALSE
2,59,2011-08-19,388.47,FALSE
2,59,2011-08-26,312.33,FALSE
2,59,2011-09-02,367.92,FALSE
2,59,2011-09-09,352.55,TRUE
2,59,2011-09-16,436.46,FALSE
2,59,2011-09-23,267.99,FALSE
2,59,2011-09-30,251.27,FALSE
2,59,2011-10-07,336.06,FALSE
2,59,2011-10-14,308.26,FALSE
2,59,2011-10-21,337.29,FALSE
2,59,2011-10-28,277.84,FALSE
2,59,2011-11-04,563.68,FALSE
2,59,2011-11-11,677.89,FALSE
2,59,2011-11-18,1145.66,FALSE
2,59,2011-11-25,1243.3,TRUE
2,59,2011-12-02,2373.09,FALSE
2,59,2011-12-09,3469.35,FALSE
2,59,2011-12-16,6147.83,FALSE
2,59,2011-12-23,9991.99,FALSE
2,59,2011-12-30,9460.79,TRUE
2,60,2010-03-19,0,FALSE
2,60,2010-05-07,6,FALSE
2,60,2010-05-14,15,FALSE
2,60,2010-06-11,7,FALSE
2,60,2010-07-02,14,FALSE
2,60,2010-07-16,14.5,FALSE
2,60,2010-07-23,14,FALSE
2,60,2010-07-30,7.5,FALSE
2,60,2010-08-13,21,FALSE
2,60,2010-09-10,8.8,TRUE
2,60,2010-10-08,7,FALSE
2,60,2010-10-29,7,FALSE
2,60,2010-12-03,7,FALSE
2,60,2010-12-17,146,FALSE
2,60,2010-12-24,255.2,FALSE
2,60,2010-12-31,35.2,TRUE
2,60,2011-01-07,42.2,FALSE
2,60,2011-01-14,88,FALSE
2,60,2011-01-21,79.2,FALSE
2,60,2011-01-28,114.4,FALSE
2,60,2011-02-04,130.2,FALSE
2,60,2011-02-11,154.8,TRUE
2,60,2011-02-18,158.4,FALSE
2,60,2011-02-25,128.4,FALSE
2,60,2011-03-04,220,FALSE
2,60,2011-03-11,235.8,FALSE
2,60,2011-03-18,140.8,FALSE
2,60,2011-03-25,149.6,FALSE
2,60,2011-04-01,132,FALSE
2,60,2011-04-08,77.4,FALSE
2,60,2011-04-15,105.6,FALSE
2,60,2011-04-22,184.8,FALSE
2,60,2011-04-29,132,FALSE
2,60,2011-05-06,316.8,FALSE
2,60,2011-05-13,281.6,FALSE
2,60,2011-05-20,264,FALSE
2,60,2011-05-27,475.2,FALSE
2,60,2011-06-03,202.4,FALSE
2,60,2011-06-10,290.4,FALSE
2,60,2011-06-17,255.2,FALSE
2,60,2011-06-24,272.8,FALSE
2,60,2011-07-01,149.6,FALSE
2,60,2011-07-08,255.2,FALSE
2,60,2011-07-15,176,FALSE
2,60,2011-07-22,193.6,FALSE
2,60,2011-07-29,220,FALSE
2,60,2011-08-05,325.6,FALSE
2,60,2011-08-12,228.8,FALSE
2,60,2011-08-19,272.8,FALSE
2,60,2011-08-26,272.8,FALSE
2,60,2011-09-02,176,FALSE
2,60,2011-09-09,211.2,TRUE
2,60,2011-09-16,228.8,FALSE
2,60,2011-09-23,184.8,FALSE
2,60,2011-09-30,281.6,FALSE
2,60,2011-10-07,237.6,FALSE
2,60,2011-10-14,193.6,FALSE
2,60,2011-10-21,202.4,FALSE
2,60,2011-10-28,255.2,FALSE
2,60,2011-11-04,237.6,FALSE
2,60,2011-11-11,202.4,FALSE
2,60,2011-11-18,242.6,FALSE
2,60,2011-11-25,193.6,TRUE
2,60,2011-12-02,360.8,FALSE
2,60,2011-12-09,510.4,FALSE
2,60,2011-12-16,396,FALSE
2,60,2011-12-23,369.6,FALSE
2,60,2011-12-30,184.8,TRUE
2,67,2010-02-05,15787.68,FALSE
2,67,2010-02-12,28717.28,TRUE
2,67,2010-02-19,24871.53,FALSE
2,67,2010-02-26,10085.53,FALSE
2,67,2010-03-05,10943.14,FALSE
2,67,2010-03-12,10030.28,FALSE
2,67,2010-03-19,10771.23,FALSE
2,67,2010-03-26,10373.82,FALSE
2,67,2010-04-02,12947.7,FALSE
2,67,2010-04-09,9941.71,FALSE
2,67,2010-04-16,8332.56,FALSE
2,67,2010-04-23,9901.87,FALSE
2,67,2010-04-30,12789.32,FALSE
2,67,2010-05-07,28823.35,FALSE
2,67,2010-05-14,26485.92,FALSE
2,67,2010-05-21,12972.67,FALSE
2,67,2010-05-28,14854.45,FALSE
2,67,2010-06-04,15896.68,FALSE
2,67,2010-06-11,12912.25,FALSE
2,67,2010-06-18,21858.38,FALSE
2,67,2010-06-25,18287.99,FALSE
2,67,2010-07-02,9740.64,FALSE
2,67,2010-07-09,8487.95,FALSE
2,67,2010-07-16,9183.98,FALSE
2,67,2010-07-23,9824.13,FALSE
2,67,2010-07-30,9706.89,FALSE
2,67,2010-08-06,9266.96,FALSE
2,67,2010-08-13,9922.85,FALSE
2,67,2010-08-20,9549.18,FALSE
2,67,2010-08-27,9134.32,FALSE
2,67,2010-09-03,8962.88,FALSE
2,67,2010-09-10,9268.12,TRUE
2,67,2010-09-17,10419.98,FALSE
2,67,2010-09-24,9892.64,FALSE
2,67,2010-10-01,9960.31,FALSE
2,67,2010-10-08,10930.2,FALSE
2,67,2010-10-15,11503.32,FALSE
2,67,2010-10-22,10830.85,FALSE
2,67,2010-10-29,10917.15,FALSE
2,67,2010-11-05,10491.69,FALSE
2,67,2010-11-12,10271.06,FALSE
2,67,2010-11-19,11036.25,FALSE
2,67,2010-11-26,9811.21,TRUE
2,67,2010-12-03,9298.73,FALSE
2,67,2010-12-10,14166.13,FALSE
2,67,2010-12-17,20972.91,FALSE
2,67,2010-12-24,26680.1,FALSE
2,67,2010-12-31,8563.08,TRUE
2,67,2011-01-07,6967.12,FALSE
2,67,2011-01-14,6840.5,FALSE
2,67,2011-01-21,9045.03,FALSE
2,67,2011-01-28,9655.21,FALSE
2,67,2011-02-04,10173.28,FALSE
2,67,2011-02-11,23208.05,TRUE
2,67,2011-02-18,30095.77,FALSE
2,67,2011-02-25,8959.99,FALSE
2,67,2011-03-04,9947.36,FALSE
2,67,2011-03-11,9122.78,FALSE
2,67,2011-03-18,8102.27,FALSE
2,67,2011-03-25,8291.46,FALSE
2,67,2011-04-01,8344.73,FALSE
2,67,2011-04-08,8657.78,FALSE
2,67,2011-04-15,9543.06,FALSE
2,67,2011-04-22,11968.4,FALSE
2,67,2011-04-29,11748.36,FALSE
2,67,2011-05-06,27981.56,FALSE
2,67,2011-05-13,25948.48,FALSE
2,67,2011-05-20,11237.69,FALSE
2,67,2011-05-27,13055.04,FALSE
2,67,2011-06-03,13364.65,FALSE
2,67,2011-06-10,12036.29,FALSE
2,67,2011-06-17,20308.74,FALSE
2,67,2011-06-24,15826.91,FALSE
2,67,2011-07-01,9052.62,FALSE
2,67,2011-07-08,8367.95,FALSE
2,67,2011-07-15,7920.52,FALSE
2,67,2011-07-22,7848.87,FALSE
2,67,2011-07-29,7483.66,FALSE
2,67,2011-08-05,8773.95,FALSE
2,67,2011-08-12,8841.17,FALSE
2,67,2011-08-19,8120.09,FALSE
2,67,2011-08-26,7851.71,FALSE
2,67,2011-09-02,8867.9,FALSE
2,67,2011-09-09,8349.84,TRUE
2,67,2011-09-16,9555.26,FALSE
2,67,2011-09-23,9232.45,FALSE
2,67,2011-09-30,9433.92,FALSE
2,67,2011-10-07,10059.48,FALSE
2,67,2011-10-14,10025.48,FALSE
2,67,2011-10-21,9917.48,FALSE
2,67,2011-10-28,9650.39,FALSE
2,67,2011-11-04,10095.2,FALSE
2,67,2011-11-11,10043.42,FALSE
2,67,2011-11-18,9957.2,FALSE
2,67,2011-11-25,8873.13,TRUE
2,67,2011-12-02,9381.95,FALSE
2,67,2011-12-09,12368.29,FALSE
2,67,2011-12-16,18860.77,FALSE
2,67,2011-12-23,21715.35,FALSE
2,67,2011-12-30,10399.93,TRUE
2,71,2010-02-05,7956.5,FALSE
2,71,2010-02-12,6944,TRUE
2,71,2010-02-19,6079.16,FALSE
2,71,2010-02-26,7811.48,FALSE
2,71,2010-03-05,5525.48,FALSE
2,71,2010-03-12,5016.58,FALSE
2,71,2010-03-19,4661.5,FALSE
2,71,2010-03-26,3731.44,FALSE
2,71,2010-04-02,4869.5,FALSE
2,71,2010-04-09,2125.98,FALSE
2,71,2010-04-16,3066.56,FALSE
2,71,2010-04-23,3341.42,FALSE
2,71,2010-04-30,2598.5,FALSE
2,71,2010-05-07,3739,FALSE
2,71,2010-05-14,4284.44,FALSE
2,71,2010-05-21,4173.6,FALSE
2,71,2010-05-28,3248.63,FALSE
2,71,2010-06-04,3267.04,FALSE
2,71,2010-06-11,4056.1,FALSE
2,71,2010-06-18,4129.97,FALSE
2,71,2010-06-25,4546.54,FALSE
2,71,2010-07-02,3830.05,FALSE
2,71,2010-07-09,4746.04,FALSE
2,71,2010-07-16,4446.3,FALSE
2,71,2010-07-23,4198.8,FALSE
2,71,2010-07-30,3725.96,FALSE
2,71,2010-08-06,3088.88,FALSE
2,71,2010-08-13,4939.42,FALSE
2,71,2010-08-20,4632.64,FALSE
2,71,2010-08-27,4653.96,FALSE
2,71,2010-09-03,4751.44,FALSE
2,71,2010-09-10,3683.68,TRUE
2,71,2010-09-17,4190.26,FALSE
2,71,2010-09-24,3306.52,FALSE
2,71,2010-10-01,3216.86,FALSE
2,71,2010-10-08,5367.59,FALSE
2,71,2010-10-15,3232.34,FALSE
2,71,2010-10-22,2912.98,FALSE
2,71,2010-10-29,4772.1,FALSE
2,71,2010-11-05,3196.76,FALSE
2,71,2010-11-12,3423,FALSE
2,71,2010-11-19,3519.46,FALSE
2,71,2010-11-26,8996.62,TRUE
2,71,2010-12-03,4150.04,FALSE
2,71,2010-12-10,3792.28,FALSE
2,71,2010-12-17,4226.68,FALSE
2,71,2010-12-24,7015.1,FALSE
2,71,2010-12-31,3307.61,TRUE
2,71,2011-01-07,4425.94,FALSE
2,71,2011-01-14,3807.38,FALSE
2,71,2011-01-21,4558.42,FALSE
2,71,2011-01-28,3556.42,FALSE
2,71,2011-02-04,6944.78,FALSE
2,71,2011-02-11,7188.04,TRUE
2,71,2011-02-18,7598.68,FALSE
2,71,2011-02-25,5196.68,FALSE
2,71,2011-03-04,4835.3,FALSE
2,71,2011-03-11,4943.87,FALSE
2,71,2011-03-18,5203.25,FALSE
2,71,2011-03-25,2614.9,FALSE
2,71,2011-04-01,4487.49,FALSE
2,71,2011-04-08,4745.22,FALSE
2,71,2011-04-15,5220.14,FALSE
2,71,2011-04-22,2122.2,FALSE
2,71,2011-04-29,2597.41,FALSE
2,71,2011-05-06,3973.89,FALSE
2,71,2011-05-13,2468.55,FALSE
2,71,2011-05-20,3359.02,FALSE
2,71,2011-05-27,3464.75,FALSE
2,71,2011-06-03,3993.57,FALSE
2,71,2011-06-10,4582.01,FALSE
2,71,2011-06-17,4951.49,FALSE
2,71,2011-06-24,2705.78,FALSE
2,71,2011-07-01,5628.5,FALSE
2,71,2011-07-08,5266.28,FALSE
2,71,2011-07-15,5370.67,FALSE
2,71,2011-07-22,5267.16,FALSE
2,71,2011-07-29,5298.64,FALSE
2,71,2011-08-05,4706.3,FALSE
2,71,2011-08-12,4370.99,FALSE
2,71,2011-08-19,4871.8,FALSE
2,71,2011-08-26,3778.44,FALSE
2,71,2011-09-02,4987.82,FALSE
2,71,2011-09-09,4349.74,TRUE
2,71,2011-09-16,3801.77,FALSE
2,71,2011-09-23,3368.64,FALSE
2,71,2011-09-30,3036.01,FALSE
2,71,2011-10-07,3971.6,FALSE
2,71,2011-10-14,4566.05,FALSE
2,71,2011-10-21,3349.49,FALSE
2,71,2011-10-28,3262.89,FALSE
2,71,2011-11-04,3541.63,FALSE
2,71,2011-11-11,3938.17,FALSE
2,71,2011-11-18,4574.24,FALSE
2,71,2011-11-25,6479.77,TRUE
2,71,2011-12-02,6097.84,FALSE
2,71,2011-12-09,4359.88,FALSE
2,71,2011-12-16,6797.66,FALSE
2,71,2011-12-23,10342.82,FALSE
2,71,2011-12-30,3907.59,TRUE
2,72,2010-02-05,119609.83,FALSE
2,72,2010-02-12,109918.31,TRUE
2,72,2010-02-19,121968.09,FALSE
2,72,2010-02-26,80052.12,FALSE
2,72,2010-03-05,84174.89,FALSE
2,72,2010-03-12,67389.21,FALSE
2,72,2010-03-19,65447.61,FALSE
2,72,2010-03-26,59243.04,FALSE
2,72,2010-04-02,53523.17,FALSE
2,72,2010-04-09,50990.01,FALSE
2,72,2010-04-16,50148.99,FALSE
2,72,2010-04-23,55464.59,FALSE
2,72,2010-04-30,53892.95,FALSE
2,72,2010-05-07,59209.61,FALSE
2,72,2010-05-14,56623.24,FALSE
2,72,2010-05-21,58273.46,FALSE
2,72,2010-05-28,53838.64,FALSE
2,72,2010-06-04,61127.33,FALSE
2,72,2010-06-11,65012.19,FALSE
2,72,2010-06-18,58467.88,FALSE
2,72,2010-06-25,57890.49,FALSE
2,72,2010-07-02,61550.44,FALSE
2,72,2010-07-09,49471.8,FALSE
2,72,2010-07-16,56183.73,FALSE
2,72,2010-07-23,51301.04,FALSE
2,72,2010-07-30,65792.29,FALSE
2,72,2010-08-06,67967.89,FALSE
2,72,2010-08-13,69769.77,FALSE
2,72,2010-08-20,70540.57,FALSE
2,72,2010-08-27,71573.73,FALSE
2,72,2010-09-03,69176.28,FALSE
2,72,2010-09-10,66592.68,TRUE
2,72,2010-09-17,52366.93,FALSE
2,72,2010-09-24,62637.81,FALSE
2,72,2010-10-01,55586.84,FALSE
2,72,2010-10-08,57109.67,FALSE
2,72,2010-10-15,46347.08,FALSE
2,72,2010-10-22,53737.54,FALSE
2,72,2010-10-29,61892.22,FALSE
2,72,2010-11-05,60029.24,FALSE
2,72,2010-11-12,87396.07,FALSE
2,72,2010-11-19,58571.27,FALSE
2,72,2010-11-26,285353.53,TRUE
2,72,2010-12-03,97295.18,FALSE
2,72,2010-12-10,106283.29,FALSE
2,72,2010-12-17,139890.37,FALSE
2,72,2010-12-24,223396.79,FALSE
2,72,2010-12-31,77957.92,TRUE
2,72,2011-01-07,58501.48,FALSE
2,72,2011-01-14,55543.95,FALSE
2,72,2011-01-21,71397.8,FALSE
2,72,2011-01-28,81198.21,FALSE
2,72,2011-02-04,105790.7,FALSE
2,72,2011-02-11,122524.2,TRUE
2,72,2011-02-18,100128.26,FALSE
2,72,2011-02-25,90116.84,FALSE
2,72,2011-03-04,95742.36,FALSE
2,72,2011-03-11,85165.47,FALSE
2,72,2011-03-18,69651.06,FALSE
2,72,2011-03-25,60028.37,FALSE
2,72,2011-04-01,68017.71,FALSE
2,72,2011-04-08,54318.15,FALSE
2,72,2011-04-15,62796.1,FALSE
2,72,2011-04-22,70992.73,FALSE
2,72,2011-04-29,50801.34,FALSE
2,72,2011-05-06,48474.75,FALSE
2,72,2011-05-13,55760.99,FALSE
2,72,2011-05-20,51275.77,FALSE
2,72,2011-05-27,59856.46,FALSE
2,72,2011-06-03,59851.42,FALSE
2,72,2011-06-10,50590.36,FALSE
2,72,2011-06-17,67691.32,FALSE
2,72,2011-06-24,60749.42,FALSE
2,72,2011-07-01,48752.68,FALSE
2,72,2011-07-08,50905.78,FALSE
2,72,2011-07-15,58896.48,FALSE
2,72,2011-07-22,57627.32,FALSE
2,72,2011-07-29,54029.94,FALSE
2,72,2011-08-05,61312.96,FALSE
2,72,2011-08-12,62357.89,FALSE
2,72,2011-08-19,58805.29,FALSE
2,72,2011-08-26,56190.45,FALSE
2,72,2011-09-02,65991.82,FALSE
2,72,2011-09-09,54597.33,TRUE
2,72,2011-09-16,44396.74,FALSE
2,72,2011-09-23,59346.43,FALSE
2,72,2011-09-30,50395.12,FALSE
2,72,2011-10-07,55872.54,FALSE
2,72,2011-10-14,54137,FALSE
2,72,2011-10-21,91916.15,FALSE
2,72,2011-10-28,79821.63,FALSE
2,72,2011-11-04,104580.51,FALSE
2,72,2011-11-11,85773.69,FALSE
2,72,2011-11-18,61502.29,FALSE
2,72,2011-11-25,263558.03,TRUE
2,72,2011-12-02,68870.18,FALSE
2,72,2011-12-09,88936.7,FALSE
2,72,2011-12-16,100242.46,FALSE
2,72,2011-12-23,185383.54,FALSE
2,72,2011-12-30,92483.16,TRUE
2,74,2010-02-05,22923.63,FALSE
2,74,2010-02-12,19152.7,TRUE
2,74,2010-02-19,22038.04,FALSE
2,74,2010-02-26,18011.7,FALSE
2,74,2010-03-05,24050.85,FALSE
2,74,2010-03-12,18846.86,FALSE
2,74,2010-03-19,18825.6,FALSE
2,74,2010-03-26,15309.67,FALSE
2,74,2010-04-02,18656.5,FALSE
2,74,2010-04-09,15751.94,FALSE
2,74,2010-04-16,13888.86,FALSE
2,74,2010-04-23,15863.58,FALSE
2,74,2010-04-30,16582.91,FALSE
2,74,2010-05-07,17165.77,FALSE
2,74,2010-05-14,14333.04,FALSE
2,74,2010-05-21,17189.88,FALSE
2,74,2010-05-28,15395.43,FALSE
2,74,2010-06-04,17193.65,FALSE
2,74,2010-06-11,18929.32,FALSE
2,74,2010-06-18,18630.86,FALSE
2,74,2010-06-25,15723.8,FALSE
2,74,2010-07-02,19219.61,FALSE
2,74,2010-07-09,18133.21,FALSE
2,74,2010-07-16,21859.91,FALSE
2,74,2010-07-23,18528.73,FALSE
2,74,2010-07-30,16289.1,FALSE
2,74,2010-08-06,21181.82,FALSE
2,74,2010-08-13,18732.97,FALSE
2,74,2010-08-20,18610.9,FALSE
2,74,2010-08-27,17373.42,FALSE
2,74,2010-09-03,18098.11,FALSE
2,74,2010-09-10,17692.71,TRUE
2,74,2010-09-17,15294.56,FALSE
2,74,2010-09-24,14226.07,FALSE
2,74,2010-10-01,16120.19,FALSE
2,74,2010-10-08,14090.02,FALSE
2,74,2010-10-15,15280.76,FALSE
2,74,2010-10-22,15103.82,FALSE
2,74,2010-10-29,15102.95,FALSE
2,74,2010-11-05,16277.41,FALSE
2,74,2010-11-12,15464.5,FALSE
2,74,2010-11-19,15980.61,FALSE
2,74,2010-11-26,29723.73,TRUE
2,74,2010-12-03,15929.87,FALSE
2,74,2010-12-10,14250.96,FALSE
2,74,2010-12-17,16529.55,FALSE
2,74,2010-12-24,20149.28,FALSE
2,74,2010-12-31,24760.46,TRUE
2,74,2011-01-07,24484.11,FALSE
2,74,2011-01-14,15676.71,FALSE
2,74,2011-01-21,18627.87,FALSE
2,74,2011-01-28,17666.25,FALSE
2,74,2011-02-04,17188.71,FALSE
2,74,2011-02-11,19186.03,TRUE
2,74,2011-02-18,17832.53,FALSE
2,74,2011-02-25,19621.61,FALSE
2,74,2011-03-04,19890.03,FALSE
2,74,2011-03-11,16026.99,FALSE
2,74,2011-03-18,17756.51,FALSE
2,74,2011-03-25,13933.05,FALSE
2,74,2011-04-01,13449.29,FALSE
2,74,2011-04-08,16735.98,FALSE
2,74,2011-04-15,13300.79,FALSE
2,74,2011-04-22,13594.13,FALSE
2,74,2011-04-29,15654.49,FALSE
2,74,2011-05-06,14887.7,FALSE
2,74,2011-05-13,13190.02,FALSE
2,74,2011-05-20,13865.76,FALSE
2,74,2011-05-27,15209.62,FALSE
2,74,2011-06-03,15856.8,FALSE
2,74,2011-06-10,17010.01,FALSE
2,74,2011-06-17,15098.34,FALSE
2,74,2011-06-24,14168.45,FALSE
2,74,2011-07-01,16111.65,FALSE
2,74,2011-07-08,14829.86,FALSE
2,74,2011-07-15,16742.89,FALSE
2,74,2011-07-22,13698.46,FALSE
2,74,2011-07-29,16806.05,FALSE
2,74,2011-08-05,17818.76,FALSE
2,74,2011-08-12,15503.87,FALSE
2,74,2011-08-19,19307.72,FALSE
2,74,2011-08-26,17975.09,FALSE
2,74,2011-09-02,16578.84,FALSE
2,74,2011-09-09,17105.4,TRUE
2,74,2011-09-16,14140.39,FALSE
2,74,2011-09-23,14972.3,FALSE
2,74,2011-09-30,12612.04,FALSE
2,74,2011-10-07,14933.42,FALSE
2,74,2011-10-14,15356.05,FALSE
2,74,2011-10-21,14322.44,FALSE
2,74,2011-10-28,14520.84,FALSE
2,74,2011-11-04,16337.82,FALSE
2,74,2011-11-11,13717.34,FALSE
2,74,2011-11-18,14190.41,FALSE
2,74,2011-11-25,26892.11,TRUE
2,74,2011-12-02,13406.63,FALSE
2,74,2011-12-09,12765.68,FALSE
2,74,2011-12-16,15329.42,FALSE
2,74,2011-12-23,22031.62,FALSE
2,74,2011-12-30,23277.71,TRUE
2,77,2011-11-25,1431,TRUE
2,77,2011-12-09,204,FALSE
2,78,2010-02-05,12,FALSE
2,78,2010-03-26,12,FALSE
2,78,2010-05-07,12,FALSE
2,78,2011-08-12,10,FALSE
2,78,2011-09-16,10,FALSE
2,78,2011-09-23,10,FALSE
2,79,2010-02-05,48139.99,FALSE
2,79,2010-02-12,38257.99,TRUE
2,79,2010-02-19,37692.86,FALSE
2,79,2010-02-26,34018.03,FALSE
2,79,2010-03-05,44780.46,FALSE
2,79,2010-03-12,37316.15,FALSE
2,79,2010-03-19,33381.47,FALSE
2,79,2010-03-26,30181.38,FALSE
2,79,2010-04-02,38249.5,FALSE
2,79,2010-04-09,34614.37,FALSE
2,79,2010-04-16,33131.99,FALSE
2,79,2010-04-23,31256.58,FALSE
2,79,2010-04-30,29884.02,FALSE
2,79,2010-05-07,40442.42,FALSE
2,79,2010-05-14,29911.31,FALSE
2,79,2010-05-21,31833.25,FALSE
2,79,2010-05-28,31255.61,FALSE
2,79,2010-06-04,39368.74,FALSE
2,79,2010-06-11,33612.3,FALSE
2,79,2010-06-18,31962.46,FALSE
2,79,2010-06-25,32765.15,FALSE
2,79,2010-07-02,38659.34,FALSE
2,79,2010-07-09,36759.02,FALSE
2,79,2010-07-16,35097.17,FALSE
2,79,2010-07-23,29264.73,FALSE
2,79,2010-07-30,28423.74,FALSE
2,79,2010-08-06,40781.41,FALSE
2,79,2010-08-13,31411.35,FALSE
2,79,2010-08-20,31227.69,FALSE
2,79,2010-08-27,30238.78,FALSE
2,79,2010-09-03,37757.42,FALSE
2,79,2010-09-10,33913.42,TRUE
2,79,2010-09-17,30854.32,FALSE
2,79,2010-09-24,27800.49,FALSE
2,79,2010-10-01,31881.2,FALSE
2,79,2010-10-08,36906.42,FALSE
2,79,2010-10-15,31993.13,FALSE
2,79,2010-10-22,27618.8,FALSE
2,79,2010-10-29,28266.58,FALSE
2,79,2010-11-05,37991.52,FALSE
2,79,2010-11-12,30830.95,FALSE
2,79,2010-11-19,30265.76,FALSE
2,79,2010-11-26,31418.54,TRUE
2,79,2010-12-03,35807.53,FALSE
2,79,2010-12-10,32693.22,FALSE
2,79,2010-12-17,32166.06,FALSE
2,79,2010-12-24,35899.01,FALSE
2,79,2010-12-31,26651.58,TRUE
2,79,2011-01-07,37243.61,FALSE
2,79,2011-01-14,28283.58,FALSE
2,79,2011-01-21,30593.07,FALSE
2,79,2011-01-28,30499.96,FALSE
2,79,2011-02-04,40356.92,FALSE
2,79,2011-02-11,38604.13,TRUE
2,79,2011-02-18,34028.25,FALSE
2,79,2011-02-25,34219.11,FALSE
2,79,2011-03-04,44868.09,FALSE
2,79,2011-03-11,34361.17,FALSE
2,79,2011-03-18,31009.02,FALSE
2,79,2011-03-25,30524.9,FALSE
2,79,2011-04-01,33269.58,FALSE
2,79,2011-04-08,36329.88,FALSE
2,79,2011-04-15,32794.96,FALSE
2,79,2011-04-22,28458.27,FALSE
2,79,2011-04-29,27723.11,FALSE
2,79,2011-05-06,39376.31,FALSE
2,79,2011-05-13,31654.19,FALSE
2,79,2011-05-20,27176.29,FALSE
2,79,2011-05-27,31000.03,FALSE
2,79,2011-06-03,36636.7,FALSE
2,79,2011-06-10,33577.51,FALSE
2,79,2011-06-17,30934.54,FALSE
2,79,2011-06-24,28972.05,FALSE
2,79,2011-07-01,33025.64,FALSE
2,79,2011-07-08,33644.9,FALSE
2,79,2011-07-15,30741.79,FALSE
2,79,2011-07-22,29284.09,FALSE
2,79,2011-07-29,28011.1,FALSE
2,79,2011-08-05,38304.23,FALSE
2,79,2011-08-12,31249.44,FALSE
2,79,2011-08-19,29774.75,FALSE
2,79,2011-08-26,29348.76,FALSE
2,79,2011-09-02,36188.56,FALSE
2,79,2011-09-09,31510.48,TRUE
2,79,2011-09-16,30847.69,FALSE
2,79,2011-09-23,27434.91,FALSE
2,79,2011-09-30,29357.01,FALSE
2,79,2011-10-07,37025.07,FALSE
2,79,2011-10-14,30514.52,FALSE
2,79,2011-10-21,30246.24,FALSE
2,79,2011-10-28,26168.26,FALSE
2,79,2011-11-04,34195.21,FALSE
2,79,2011-11-11,32892.59,FALSE
2,79,2011-11-18,29367.56,FALSE
2,79,2011-11-25,31430.7,TRUE
2,79,2011-12-02,34768.28,FALSE
2,79,2011-12-09,34789.8,FALSE
2,79,2011-12-16,28993.31,FALSE
2,79,2011-12-23,34112,FALSE
2,79,2011-12-30,25907.28,TRUE
2,80,2010-02-05,27416.54,FALSE
2,80,2010-02-12,28730.16,TRUE
2,80,2010-02-19,28233.48,FALSE
2,80,2010-02-26,25901.56,FALSE
2,80,2010-03-05,25925.08,FALSE
2,80,2010-03-12,27074.01,FALSE
2,80,2010-03-19,26736.15,FALSE
2,80,2010-03-26,25569.44,FALSE
2,80,2010-04-02,26366.24,FALSE
2,80,2010-04-09,27492.2,FALSE
2,80,2010-04-16,27732.34,FALSE
2,80,2010-04-23,27040.44,FALSE
2,80,2010-04-30,25185.14,FALSE
2,80,2010-05-07,26249.99,FALSE
2,80,2010-05-14,26812.97,FALSE
2,80,2010-05-21,24372.71,FALSE
2,80,2010-05-28,26316.11,FALSE
2,80,2010-06-04,27325.07,FALSE
2,80,2010-06-11,28832.56,FALSE
2,80,2010-06-18,27588.5,FALSE
2,80,2010-06-25,25915.28,FALSE
2,80,2010-07-02,28179.57,FALSE
2,80,2010-07-09,27712.4,FALSE
2,80,2010-07-16,25490.3,FALSE
2,80,2010-07-23,25130.29,FALSE
2,80,2010-07-30,25682.16,FALSE
2,80,2010-08-06,27035.41,FALSE
2,80,2010-08-13,26815.72,FALSE
2,80,2010-08-20,26463.15,FALSE
2,80,2010-08-27,24816.6,FALSE
2,80,2010-09-03,26258.43,FALSE
2,80,2010-09-10,25599.37,TRUE
2,80,2010-09-17,26106.6,FALSE
2,80,2010-09-24,25875.55,FALSE
2,80,2010-10-01,25737.8,FALSE
2,80,2010-10-08,25097.45,FALSE
